OO	xdotool Keyname	keycode	New Desc	Type	Subtype	Unicode	XDO Description (orig)
1382	Hangul_NieunJieuj	0x0ea5	Korean Consonant Hangul Nieun Jieuj	Korean	Hangul Consonant Characters		-
1383	Hangul_NieunHieuh	0x0ea6	Korean Consonant Hangul Nieun Hieuh	Korean	Hangul Consonant Characters		-
1384	Hangul_Dikeud	0x0ea7	Korean Consonant Hangul Dikeud	Korean	Hangul Consonant Characters		-
1385	Hangul_SsangDikeud	0x0ea8	Korean Consonant Hangul Ssang Dikeud	Korean	Hangul Consonant Characters		-
1386	Hangul_Rieul	0x0ea9	Korean Consonant Hangul Rieul	Korean	Hangul Consonant Characters		-
1387	Hangul_RieulKiyeog	0x0eaa	Korean Consonant Hangul Rieul Kiyeog	Korean	Hangul Consonant Characters		-
1388	Hangul_RieulMieum	0x0eab	Korean Consonant Hangul Rieul Mieum	Korean	Hangul Consonant Characters		-
1389	Hangul_RieulPieub	0x0eac	Korean Consonant Hangul Rieul Pieub	Korean	Hangul Consonant Characters		-
1390	Hangul_RieulSios	0x0ead	Korean Consonant Hangul Rieul Sios	Korean	Hangul Consonant Characters		-
1391	Hangul_RieulTieut	0x0eae	Korean Consonant Hangul Rieul Tieut	Korean	Hangul Consonant Characters		-
1392	Hangul_RieulPhieuf	0x0eaf	Korean Consonant Hangul Rieul Phieuf	Korean	Hangul Consonant Characters		-
1393	Hangul_RieulHieuh	0x0eb0	Korean Consonant Hangul Rieul Hieuh	Korean	Hangul Consonant Characters		-
1394	Hangul_Mieum	0x0eb1	Korean Consonant Hangul Mieum	Korean	Hangul Consonant Characters		-
1395	Hangul_Pieub	0x0eb2	Korean Consonant Hangul Pieub	Korean	Hangul Consonant Characters		-
1396	Hangul_SsangPieub	0x0eb3	Korean Consonant Hangul Ssang Pieub	Korean	Hangul Consonant Characters		-
1397	Hangul_PieubSios	0x0eb4	Korean Consonant Hangul Pieub Sios	Korean	Hangul Consonant Characters		-
1398	Hangul_Sios	0x0eb5	Korean Consonant Hangul Sios	Korean	Hangul Consonant Characters		-
1399	Hangul_SsangSios	0x0eb6	Korean Consonant Hangul Ssang Sios	Korean	Hangul Consonant Characters		-
1400	Hangul_Ieung	0x0eb7	Korean Consonant Hangul Ieung	Korean	Hangul Consonant Characters		-
1401	Hangul_Jieuj	0x0eb8	Korean Consonant Hangul Jieuj	Korean	Hangul Consonant Characters		-
1402	Hangul_SsangJieuj	0x0eb9	Korean Consonant Hangul Ssang Jieuj	Korean	Hangul Consonant Characters		-
1403	Hangul_Cieuc	0x0eba	Korean Consonant Hangul Cieuc	Korean	Hangul Consonant Characters		-
1404	Hangul_Khieuq	0x0ebb	Korean Consonant Hangul Khieuq	Korean	Hangul Consonant Characters		-
1405	Hangul_Tieut	0x0ebc	Korean Consonant Hangul Tieut	Korean	Hangul Consonant Characters		-
1406	Hangul_Phieuf	0x0ebd	Korean Consonant Hangul Phieuf	Korean	Hangul Consonant Characters		-
1407	Hangul_Hieuh	0x0ebe	Korean Consonant Hangul Hieuh	Korean	Hangul Vowel Characters		Hangul Vowel Characters
1408	Hangul_A	0x0ebf	Korean Vowel Hangul A	Korean	Hangul Vowel Characters		-
1409	Hangul_AE	0x0ec0	Korean Vowel Hangul AE	Korean	Hangul Vowel Characters		-
1410	Hangul_YA	0x0ec1	Korean Vowel Hangul YA	Korean	Hangul Vowel Characters		-
1411	Hangul_YAE	0x0ec2	Korean Vowel Hangul YAE	Korean	Hangul Vowel Characters		-
1412	Hangul_EO	0x0ec3	Korean Vowel Hangul EO	Korean	Hangul Vowel Characters		-
1413	Hangul_E	0x0ec4	Korean Vowel Hangul E	Korean	Hangul Vowel Characters		-
1414	Hangul_YEO	0x0ec5	Korean Vowel Hangul YEO	Korean	Hangul Vowel Characters		-
1415	Hangul_YE	0x0ec6	Korean Vowel Hangul YE	Korean	Hangul Vowel Characters		-
1416	Hangul_O	0x0ec7	Korean Vowel Hangul O	Korean	Hangul Vowel Characters		-
1417	Hangul_WA	0x0ec8	Korean Vowel Hangul WA	Korean	Hangul Vowel Characters		-
1418	Hangul_WAE	0x0ec9	Korean Vowel Hangul WAE	Korean	Hangul Vowel Characters		-
1419	Hangul_OE	0x0eca	Korean Vowel Hangul OE	Korean	Hangul Vowel Characters		-
1420	Hangul_YO	0x0ecb	Korean Vowel Hangul YO	Korean	Hangul Vowel Characters		-
1421	Hangul_U	0x0ecc	Korean Vowel Hangul U	Korean	Hangul Vowel Characters		-
1422	Hangul_WEO	0x0ecd	Korean Vowel Hangul WEO	Korean	Hangul Vowel Characters		-
1423	Hangul_WE	0x0ece	Korean Vowel Hangul WE	Korean	Hangul Vowel Characters		-
1424	Hangul_WI	0x0ecf	Korean Vowel Hangul WI	Korean	Hangul Vowel Characters		-
1425	Hangul_YU	0x0ed0	Korean Vowel Hangul YU	Korean	Hangul Vowel Characters		-
1426	Hangul_EU	0x0ed1	Korean Vowel Hangul EU	Korean	Hangul Vowel Characters		-
1427	Hangul_YI	0x0ed2	Korean Vowel Hangul YI	Korean	Hangul Vowel Characters		-
1428	Hangul_I	0x0ed3	Korean Vowel Hangul I	Korean	Hangul syllable-final (JongSeong) Characters		Hangul syllable-final (JongSeong) Characters
1429	Hangul_J_Kiyeog	0x0ed4	Korean syllable-final (Jong Seong) Hangul J Kiyeog	Korean	Hangul syllable-final (JongSeong) Characters		-
1430	Hangul_J_SsangKiyeog	0x0ed5	Korean syllable-final (Jong Seong) Hangul J Ssang Kiyeog	Korean	Hangul syllable-final (JongSeong) Characters		-
1431	Hangul_J_KiyeogSios	0x0ed6	Korean syllable-final (Jong Seong) Hangul J Kiyeog Sios	Korean	Hangul syllable-final (JongSeong) Characters		-
1432	Hangul_J_Nieun	0x0ed7	Korean syllable-final (Jong Seong) Hangul J Nieun	Korean	Hangul syllable-final (JongSeong) Characters		-
1433	Hangul_J_NieunJieuj	0x0ed8	Korean syllable-final (Jong Seong) Hangul J Nieun Jieuj	Korean	Hangul syllable-final (JongSeong) Characters		-
1434	Hangul_J_NieunHieuh	0x0ed9	Korean syllable-final (Jong Seong) Hangul J Nieun Hieuh	Korean	Hangul syllable-final (JongSeong) Characters		-
1435	Hangul_J_Dikeud	0x0eda	Korean syllable-final (Jong Seong) Hangul J Dikeud	Korean	Hangul syllable-final (JongSeong) Characters		-
1436	Hangul_J_Rieul	0x0edb	Korean syllable-final (Jong Seong) Hangul J Rieul	Korean	Hangul syllable-final (JongSeong) Characters		-
1437	Hangul_J_RieulKiyeog	0x0edc	Korean syllable-final (Jong Seong) Hangul J Rieul Kiyeog	Korean	Hangul syllable-final (JongSeong) Characters		-
1438	Hangul_J_RieulMieum	0x0edd	Korean syllable-final (Jong Seong) Hangul J Rieul Mieum	Korean	Hangul syllable-final (JongSeong) Characters		-
1439	Hangul_J_RieulPieub	0x0ede	Korean syllable-final (Jong Seong) Hangul J Rieul Pieub	Korean	Hangul syllable-final (JongSeong) Characters		-
1440	Hangul_J_RieulSios	0x0edf	Korean syllable-final (Jong Seong) Hangul J Rieul Sios	Korean	Hangul syllable-final (JongSeong) Characters		-
1441	Hangul_J_RieulTieut	0x0ee0	Korean syllable-final (Jong Seong) Hangul J Rieul Tieut	Korean	Hangul syllable-final (JongSeong) Characters		-
1442	Hangul_J_RieulPhieuf	0x0ee1	Korean syllable-final (Jong Seong) Hangul J Rieul Phieuf	Korean	Hangul syllable-final (JongSeong) Characters		-
1443	Hangul_J_RieulHieuh	0x0ee2	Korean syllable-final (Jong Seong) Hangul J Rieul Hieuh	Korean	Hangul syllable-final (JongSeong) Characters		-
1444	Hangul_J_Mieum	0x0ee3	Korean syllable-final (Jong Seong) Hangul J Mieum	Korean	Hangul syllable-final (JongSeong) Characters		-
1445	Hangul_J_Pieub	0x0ee4	Korean syllable-final (Jong Seong) Hangul J Pieub	Korean	Hangul syllable-final (JongSeong) Characters		-
1446	Hangul_J_PieubSios	0x0ee5	Korean syllable-final (Jong Seong) Hangul J Pieub Sios	Korean	Hangul syllable-final (JongSeong) Characters		-
1447	Hangul_J_Sios	0x0ee6	Korean syllable-final (Jong Seong) Hangul J Sios	Korean	Hangul syllable-final (JongSeong) Characters		-
1448	Hangul_J_SsangSios	0x0ee7	Korean syllable-final (Jong Seong) Hangul J Ssang Sios	Korean	Hangul syllable-final (JongSeong) Characters		-
1449	Hangul_J_Ieung	0x0ee8	Korean syllable-final (Jong Seong) Hangul J Ieung	Korean	Hangul syllable-final (JongSeong) Characters		-
1450	Hangul_J_Jieuj	0x0ee9	Korean syllable-final (Jong Seong) Hangul J Jieuj	Korean	Hangul syllable-final (JongSeong) Characters		-
1451	Hangul_J_Cieuc	0x0eea	Korean syllable-final (Jong Seong) Hangul J Cieuc	Korean	Hangul syllable-final (JongSeong) Characters		-
1452	Hangul_J_Khieuq	0x0eeb	Korean syllable-final (Jong Seong) Hangul J Khieuq	Korean	Hangul syllable-final (JongSeong) Characters		-
1453	Hangul_J_Tieut	0x0eec	Korean syllable-final (Jong Seong) Hangul J Tieut	Korean	Hangul syllable-final (JongSeong) Characters		-
1454	Hangul_J_Phieuf	0x0eed	Korean syllable-final (Jong Seong) Hangul J Phieuf	Korean	Hangul syllable-final (JongSeong) Characters		-
1455	Hangul_J_Hieuh	0x0eee	Korean syllable-final (Jong Seong) Hangul J Hieuh	Korean	Ancient Consonant Characters		Ancient Consonant Characters
1456	Hangul_RieulYeorinHieuh	0x0eef	Korean Ancient Consonant Hangul Rieul Yeorin Hieuh	Korean	Ancient Consonant Characters		-
1457	Hangul_SunkyeongeumMieum	0x0ef0	Korean Ancient Consonant Hangul Sunkyeongeum Mieum	Korean	Ancient Consonant Characters		-
1458	Hangul_SunkyeongeumPieub	0x0ef1	Korean Ancient Consonant Hangul Sunkyeongeum Pieub	Korean	Ancient Consonant Characters		-
1459	Hangul_PanSios	0x0ef2	Korean Ancient Consonant Hangul Pan Sios	Korean	Ancient Consonant Characters		-
1460	Hangul_KkogjiDalrinIeung	0x0ef3	Korean Ancient Consonant Hangul Kkogji Dalrin Ieung	Korean	Ancient Consonant Characters		-
1461	Hangul_SunkyeongeumPhieuf	0x0ef4	Korean Ancient Consonant Hangul Sunkyeongeum Phieuf	Korean	Ancient Consonant Characters		-
1462	Hangul_YeorinHieuh	0x0ef5	Korean Ancient Consonant Hangul Yeorin Hieuh	Korean	Ancient Vowel Characters		Ancient Vowel Characters
1463	Hangul_AraeA	0x0ef6	Korean Ancient Vowel Hangul Arae A	Korean	Ancient Vowel Characters		-
1464	Hangul_AraeAE	0x0ef7	Korean Ancient Vowel Hangul Arae AE	Korean	Ancient syllable-final (JongSeong) Characters		Ancient syllable-final (JongSeong) Characters
1465	Hangul_J_PanSios	0x0ef8	Korean Ancient syllable-final (Jong Seong) Hangul J Pan Sios	Korean	Ancient syllable-final (JongSeong) Characters		-
1466	Hangul_J_KkogjiDalrinIeung	0x0ef9	Korean Ancient syllable-final (Jong Seong) Hangul J Kkogji Dalrin Ieung	Korean	Ancient syllable-final (JongSeong) Characters		-
1467	Hangul_J_YeorinHieuh	0x0efa	Korean Ancient syllable-final (Jong Seong) Hangul J Yeorin Hieuh	Korean	Korean currency symbol		Korean currency symbol
1468	Korean_Won	0x0eff	Won Sign (U+20a9)	Korean	Korean currency symbol	U+20A9	-
1469	Armenian_ligature_ew	0x1000587	Armenian Small Ligature Ech Yiwn (U+0587)	Armenian		U+0587	U+0587 ARMENIAN SMALL LIGATURE ECH YIWN
1470	Armenian_full_stop	0x1000589	Armenian Full Stop (U+0589)	Armenian		U+0589	U+0589 ARMENIAN FULL STOP
1471	Armenian_verjaket	0x1000589	Armenian Full Stop (U+0589)	Armenian		U+0589	U+0589 ARMENIAN FULL STOP
1472	Armenian_separation_mark	0x100055d	Armenian Comma (U+055d)	Armenian		U+055D	U+055D ARMENIAN COMMA
1473	Armenian_but	0x100055d	Armenian Comma (U+055d)	Armenian		U+055D	U+055D ARMENIAN COMMA
1474	Armenian_hyphen	0x100058a	Armenian Hyphen (U+058a)	Armenian		U+058A	U+058A ARMENIAN HYPHEN
1475	Armenian_yentamna	0x100058a	Armenian Hyphen (U+058a)	Armenian		U+058A	U+058A ARMENIAN HYPHEN
1476	Armenian_exclam	0x100055c	Armenian Exclamation Mark (U+055c)	Armenian		U+055C	U+055C ARMENIAN EXCLAMATION MARK
1477	Armenian_amanak	0x100055c	Armenian Exclamation Mark (U+055c)	Armenian		U+055C	U+055C ARMENIAN EXCLAMATION MARK
1478	Armenian_accent	0x100055b	Armenian Emphasis Mark (U+055b)	Armenian		U+055B	U+055B ARMENIAN EMPHASIS MARK
1479	Armenian_shesht	0x100055b	Armenian Emphasis Mark (U+055b)	Armenian		U+055B	U+055B ARMENIAN EMPHASIS MARK
1480	Armenian_question	0x100055e	Armenian Question Mark (U+055e)	Armenian		U+055E	U+055E ARMENIAN QUESTION MARK
1481	Armenian_paruyk	0x100055e	Armenian Question Mark (U+055e)	Armenian		U+055E	U+055E ARMENIAN QUESTION MARK
1482	Armenian_AYB	0x1000531	Armenian Capital Letter Ayb (U+0531)	Armenian		U+0531	U+0531 ARMENIAN CAPITAL LETTER AYB
1483	Armenian_ayb	0x1000561	Armenian Small Letter Ayb (U+0561)	Armenian		U+0561	U+0561 ARMENIAN SMALL LETTER AYB
1484	Armenian_BEN	0x1000532	Armenian Capital Letter Ben (U+0532)	Armenian		U+0532	U+0532 ARMENIAN CAPITAL LETTER BEN
1485	Armenian_ben	0x1000562	Armenian Small Letter Ben (U+0562)	Armenian		U+0562	U+0562 ARMENIAN SMALL LETTER BEN
1486	Armenian_GIM	0x1000533	Armenian Capital Letter Gim (U+0533)	Armenian		U+0533	U+0533 ARMENIAN CAPITAL LETTER GIM
1487	Armenian_gim	0x1000563	Armenian Small Letter Gim (U+0563)	Armenian		U+0563	U+0563 ARMENIAN SMALL LETTER GIM
1488	Armenian_DA	0x1000534	Armenian Capital Letter Da (U+0534)	Armenian		U+0534	U+0534 ARMENIAN CAPITAL LETTER DA
1489	Armenian_da	0x1000564	Armenian Small Letter Da (U+0564)	Armenian		U+0564	U+0564 ARMENIAN SMALL LETTER DA
1490	Armenian_YECH	0x1000535	Armenian Capital Letter Ech (U+0535)	Armenian		U+0535	U+0535 ARMENIAN CAPITAL LETTER ECH
1491	Armenian_yech	0x1000565	Armenian Small Letter Ech (U+0565)	Armenian		U+0565	U+0565 ARMENIAN SMALL LETTER ECH
1492	Armenian_ZA	0x1000536	Armenian Capital Letter Za (U+0536)	Armenian		U+0536	U+0536 ARMENIAN CAPITAL LETTER ZA
1493	Armenian_za	0x1000566	Armenian Small Letter Za (U+0566)	Armenian		U+0566	U+0566 ARMENIAN SMALL LETTER ZA
1494	Armenian_E	0x1000537	Armenian Capital Letter Eh (U+0537)	Armenian		U+0537	U+0537 ARMENIAN CAPITAL LETTER EH
1495	Armenian_e	0x1000567	Armenian Small Letter Eh (U+0567)	Armenian		U+0567	U+0567 ARMENIAN SMALL LETTER EH
1496	Armenian_AT	0x1000538	Armenian Capital Letter Et (U+0538)	Armenian		U+0538	U+0538 ARMENIAN CAPITAL LETTER ET
1497	Armenian_at	0x1000568	Armenian Small Letter Et (U+0568)	Armenian		U+0568	U+0568 ARMENIAN SMALL LETTER ET
1498	Armenian_TO	0x1000539	Armenian Capital Letter To (U+0539)	Armenian		U+0539	U+0539 ARMENIAN CAPITAL LETTER TO
1499	Armenian_to	0x1000569	Armenian Small Letter To (U+0569)	Armenian		U+0569	U+0569 ARMENIAN SMALL LETTER TO
1500	Armenian_ZHE	0x100053a	Armenian Capital Letter Zhe (U+053a)	Armenian		U+053A	U+053A ARMENIAN CAPITAL LETTER ZHE
1501	Armenian_zhe	0x100056a	Armenian Small Letter Zhe (U+056a)	Armenian		U+056A	U+056A ARMENIAN SMALL LETTER ZHE
1502	Armenian_INI	0x100053b	Armenian Capital Letter Ini (U+053b)	Armenian		U+053B	U+053B ARMENIAN CAPITAL LETTER INI
1503	Armenian_ini	0x100056b	Armenian Small Letter Ini (U+056b)	Armenian		U+056B	U+056B ARMENIAN SMALL LETTER INI
1504	Armenian_LYUN	0x100053c	Armenian Capital Letter Liwn (U+053c)	Armenian		U+053C	U+053C ARMENIAN CAPITAL LETTER LIWN
1505	Armenian_lyun	0x100056c	Armenian Small Letter Liwn (U+056c)	Armenian		U+056C	U+056C ARMENIAN SMALL LETTER LIWN
1506	Armenian_KHE	0x100053d	Armenian Capital Letter Xeh (U+053d)	Armenian		U+053D	U+053D ARMENIAN CAPITAL LETTER XEH
1507	Armenian_khe	0x100056d	Armenian Small Letter Xeh (U+056d)	Armenian		U+056D	U+056D ARMENIAN SMALL LETTER XEH
1508	Armenian_TSA	0x100053e	Armenian Capital Letter Ca (U+053e)	Armenian		U+053E	U+053E ARMENIAN CAPITAL LETTER CA
1509	Armenian_tsa	0x100056e	Armenian Small Letter Ca (U+056e)	Armenian		U+056E	U+056E ARMENIAN SMALL LETTER CA
1510	Armenian_KEN	0x100053f	Armenian Capital Letter Ken (U+053f)	Armenian		U+053F	U+053F ARMENIAN CAPITAL LETTER KEN
1511	Armenian_ken	0x100056f	Armenian Small Letter Ken (U+056f)	Armenian		U+056F	U+056F ARMENIAN SMALL LETTER KEN
1512	Armenian_HO	0x1000540	Armenian Capital Letter Ho (U+0540)	Armenian		U+0540	U+0540 ARMENIAN CAPITAL LETTER HO
1513	Armenian_ho	0x1000570	Armenian Small Letter Ho (U+0570)	Armenian		U+0570	U+0570 ARMENIAN SMALL LETTER HO
1514	Armenian_DZA	0x1000541	Armenian Capital Letter Ja (U+0541)	Armenian		U+0541	U+0541 ARMENIAN CAPITAL LETTER JA
1515	Armenian_dza	0x1000571	Armenian Small Letter Ja (U+0571)	Armenian		U+0571	U+0571 ARMENIAN SMALL LETTER JA
1516	Armenian_GHAT	0x1000542	Armenian Capital Letter Ghad (U+0542)	Armenian		U+0542	U+0542 ARMENIAN CAPITAL LETTER GHAD
1517	Armenian_ghat	0x1000572	Armenian Small Letter Ghad (U+0572)	Armenian		U+0572	U+0572 ARMENIAN SMALL LETTER GHAD
1518	Armenian_TCHE	0x1000543	Armenian Capital Letter Cheh (U+0543)	Armenian		U+0543	U+0543 ARMENIAN CAPITAL LETTER CHEH
1519	Armenian_tche	0x1000573	Armenian Small Letter Cheh (U+0573)	Armenian		U+0573	U+0573 ARMENIAN SMALL LETTER CHEH
1520	Armenian_MEN	0x1000544	Armenian Capital Letter Men (U+0544)	Armenian		U+0544	U+0544 ARMENIAN CAPITAL LETTER MEN
1521	Armenian_men	0x1000574	Armenian Small Letter Men (U+0574)	Armenian		U+0574	U+0574 ARMENIAN SMALL LETTER MEN
1522	Armenian_HI	0x1000545	Armenian Capital Letter Yi (U+0545)	Armenian		U+0545	U+0545 ARMENIAN CAPITAL LETTER YI
1523	Armenian_hi	0x1000575	Armenian Small Letter Yi (U+0575)	Armenian		U+0575	U+0575 ARMENIAN SMALL LETTER YI
1524	Armenian_NU	0x1000546	Armenian Capital Letter Now (U+0546)	Armenian		U+0546	U+0546 ARMENIAN CAPITAL LETTER NOW
1525	Armenian_nu	0x1000576	Armenian Small Letter Now (U+0576)	Armenian		U+0576	U+0576 ARMENIAN SMALL LETTER NOW
1526	Armenian_SHA	0x1000547	Armenian Capital Letter Sha (U+0547)	Armenian		U+0547	U+0547 ARMENIAN CAPITAL LETTER SHA
1527	Armenian_sha	0x1000577	Armenian Small Letter Sha (U+0577)	Armenian		U+0577	U+0577 ARMENIAN SMALL LETTER SHA
1528	Armenian_VO	0x1000548	Armenian Capital Letter Vo (U+0548)	Armenian		U+0548	U+0548 ARMENIAN CAPITAL LETTER VO
1529	Armenian_vo	0x1000578	Armenian Small Letter Vo (U+0578)	Armenian		U+0578	U+0578 ARMENIAN SMALL LETTER VO
1530	Armenian_CHA	0x1000549	Armenian Capital Letter Cha (U+0549)	Armenian		U+0549	U+0549 ARMENIAN CAPITAL LETTER CHA
1531	Armenian_cha	0x1000579	Armenian Small Letter Cha (U+0579)	Armenian		U+0579	U+0579 ARMENIAN SMALL LETTER CHA
1532	Armenian_PE	0x100054a	Armenian Capital Letter Peh (U+054a)	Armenian		U+054A	U+054A ARMENIAN CAPITAL LETTER PEH
1533	Armenian_pe	0x100057a	Armenian Small Letter Peh (U+057a)	Armenian		U+057A	U+057A ARMENIAN SMALL LETTER PEH
1534	Armenian_JE	0x100054b	Armenian Capital Letter Jheh (U+054b)	Armenian		U+054B	U+054B ARMENIAN CAPITAL LETTER JHEH
1535	Armenian_je	0x100057b	Armenian Small Letter Jheh (U+057b)	Armenian		U+057B	U+057B ARMENIAN SMALL LETTER JHEH
1536	Armenian_RA	0x100054c	Armenian Capital Letter Ra (U+054c)	Armenian		U+054C	U+054C ARMENIAN CAPITAL LETTER RA
1537	Armenian_ra	0x100057c	Armenian Small Letter Ra (U+057c)	Armenian		U+057C	U+057C ARMENIAN SMALL LETTER RA
1538	Armenian_SE	0x100054d	Armenian Capital Letter Seh (U+054d)	Armenian		U+054D	U+054D ARMENIAN CAPITAL LETTER SEH
1539	Armenian_se	0x100057d	Armenian Small Letter Seh (U+057d)	Armenian		U+057D	U+057D ARMENIAN SMALL LETTER SEH
1540	Armenian_VEV	0x100054e	Armenian Capital Letter Vew (U+054e)	Armenian		U+054E	U+054E ARMENIAN CAPITAL LETTER VEW
1541	Armenian_vev	0x100057e	Armenian Small Letter Vew (U+057e)	Armenian		U+057E	U+057E ARMENIAN SMALL LETTER VEW
1542	Armenian_TYUN	0x100054f	Armenian Capital Letter Tiwn (U+054f)	Armenian		U+054F	U+054F ARMENIAN CAPITAL LETTER TIWN
1543	Armenian_tyun	0x100057f	Armenian Small Letter Tiwn (U+057f)	Armenian		U+057F	U+057F ARMENIAN SMALL LETTER TIWN
1544	Armenian_RE	0x1000550	Armenian Capital Letter Reh (U+0550)	Armenian		U+0550	U+0550 ARMENIAN CAPITAL LETTER REH
1545	Armenian_re	0x1000580	Armenian Small Letter Reh (U+0580)	Armenian		U+0580	U+0580 ARMENIAN SMALL LETTER REH
1546	Armenian_TSO	0x1000551	Armenian Capital Letter Co (U+0551)	Armenian		U+0551	U+0551 ARMENIAN CAPITAL LETTER CO
1547	Armenian_tso	0x1000581	Armenian Small Letter Co (U+0581)	Armenian		U+0581	U+0581 ARMENIAN SMALL LETTER CO
1548	Armenian_VYUN	0x1000552	Armenian Capital Letter Yiwn (U+0552)	Armenian		U+0552	U+0552 ARMENIAN CAPITAL LETTER YIWN
1549	Armenian_vyun	0x1000582	Armenian Small Letter Yiwn (U+0582)	Armenian		U+0582	U+0582 ARMENIAN SMALL LETTER YIWN
1550	Armenian_PYUR	0x1000553	Armenian Capital Letter Piwr (U+0553)	Armenian		U+0553	U+0553 ARMENIAN CAPITAL LETTER PIWR
1551	Armenian_pyur	0x1000583	Armenian Small Letter Piwr (U+0583)	Armenian		U+0583	U+0583 ARMENIAN SMALL LETTER PIWR
1552	Armenian_KE	0x1000554	Armenian Capital Letter Keh (U+0554)	Armenian		U+0554	U+0554 ARMENIAN CAPITAL LETTER KEH
1553	Armenian_ke	0x1000584	Armenian Small Letter Keh (U+0584)	Armenian		U+0584	U+0584 ARMENIAN SMALL LETTER KEH
1554	Armenian_O	0x1000555	Armenian Capital Letter Oh (U+0555)	Armenian		U+0555	U+0555 ARMENIAN CAPITAL LETTER OH
1555	Armenian_o	0x1000585	Armenian Small Letter Oh (U+0585)	Armenian		U+0585	U+0585 ARMENIAN SMALL LETTER OH
1556	Armenian_FE	0x1000556	Armenian Capital Letter Feh (U+0556)	Armenian		U+0556	U+0556 ARMENIAN CAPITAL LETTER FEH
1557	Armenian_fe	0x1000586	Armenian Small Letter Feh (U+0586)	Armenian		U+0586	U+0586 ARMENIAN SMALL LETTER FEH
1558	Armenian_apostrophe	0x100055a	Armenian Apostrophe (U+055a)	Armenian		U+055A	U+055A ARMENIAN APOSTROPHE
1559	Georgian_an	0x10010d0	Georgian Letter An (U+10d0)	Georgian		U+10D0	U+10D0 GEORGIAN LETTER AN
1560	Georgian_ban	0x10010d1	Georgian Letter Ban (U+10d1)	Georgian		U+10D1	U+10D1 GEORGIAN LETTER BAN
1561	Georgian_gan	0x10010d2	Georgian Letter Gan (U+10d2)	Georgian		U+10D2	U+10D2 GEORGIAN LETTER GAN
1562	Georgian_don	0x10010d3	Georgian Letter Don (U+10d3)	Georgian		U+10D3	U+10D3 GEORGIAN LETTER DON
1563	Georgian_en	0x10010d4	Georgian Letter En (U+10d4)	Georgian		U+10D4	U+10D4 GEORGIAN LETTER EN
1564	Georgian_vin	0x10010d5	Georgian Letter Vin (U+10d5)	Georgian		U+10D5	U+10D5 GEORGIAN LETTER VIN
1565	Georgian_zen	0x10010d6	Georgian Letter Zen (U+10d6)	Georgian		U+10D6	U+10D6 GEORGIAN LETTER ZEN
1566	Georgian_tan	0x10010d7	Georgian Letter Tan (U+10d7)	Georgian		U+10D7	U+10D7 GEORGIAN LETTER TAN
1567	Georgian_in	0x10010d8	Georgian Letter In (U+10d8)	Georgian		U+10D8	U+10D8 GEORGIAN LETTER IN
1568	Georgian_kan	0x10010d9	Georgian Letter Kan (U+10d9)	Georgian		U+10D9	U+10D9 GEORGIAN LETTER KAN
1569	Georgian_las	0x10010da	Georgian Letter Las (U+10da)	Georgian		U+10DA	U+10DA GEORGIAN LETTER LAS
1570	Georgian_man	0x10010db	Georgian Letter Man (U+10db)	Georgian		U+10DB	U+10DB GEORGIAN LETTER MAN
1571	Georgian_nar	0x10010dc	Georgian Letter Nar (U+10dc)	Georgian		U+10DC	U+10DC GEORGIAN LETTER NAR
1572	Georgian_on	0x10010dd	Georgian Letter On (U+10dd)	Georgian		U+10DD	U+10DD GEORGIAN LETTER ON
1573	Georgian_par	0x10010de	Georgian Letter Par (U+10de)	Georgian		U+10DE	U+10DE GEORGIAN LETTER PAR
1574	Georgian_zhar	0x10010df	Georgian Letter Zhar (U+10df)	Georgian		U+10DF	U+10DF GEORGIAN LETTER ZHAR
1575	Georgian_rae	0x10010e0	Georgian Letter Rae (U+10e0)	Georgian		U+10E0	U+10E0 GEORGIAN LETTER RAE
1576	Georgian_san	0x10010e1	Georgian Letter San (U+10e1)	Georgian		U+10E1	U+10E1 GEORGIAN LETTER SAN
1577	Georgian_tar	0x10010e2	Georgian Letter Tar (U+10e2)	Georgian		U+10E2	U+10E2 GEORGIAN LETTER TAR
1578	Georgian_un	0x10010e3	Georgian Letter Un (U+10e3)	Georgian		U+10E3	U+10E3 GEORGIAN LETTER UN
1579	Georgian_phar	0x10010e4	Georgian Letter Phar (U+10e4)	Georgian		U+10E4	U+10E4 GEORGIAN LETTER PHAR
1580	Georgian_khar	0x10010e5	Georgian Letter Khar (U+10e5)	Georgian		U+10E5	U+10E5 GEORGIAN LETTER KHAR
1581	Georgian_ghan	0x10010e6	Georgian Letter Ghan (U+10e6)	Georgian		U+10E6	U+10E6 GEORGIAN LETTER GHAN
1582	Georgian_qar	0x10010e7	Georgian Letter Qar (U+10e7)	Georgian		U+10E7	U+10E7 GEORGIAN LETTER QAR
1583	Georgian_shin	0x10010e8	Georgian Letter Shin (U+10e8)	Georgian		U+10E8	U+10E8 GEORGIAN LETTER SHIN
1584	Georgian_chin	0x10010e9	Georgian Letter Chin (U+10e9)	Georgian		U+10E9	U+10E9 GEORGIAN LETTER CHIN
1585	Georgian_can	0x10010ea	Georgian Letter Can (U+10ea)	Georgian		U+10EA	U+10EA GEORGIAN LETTER CAN
1586	Georgian_jil	0x10010eb	Georgian Letter Jil (U+10eb)	Georgian		U+10EB	U+10EB GEORGIAN LETTER JIL
1587	Georgian_cil	0x10010ec	Georgian Letter Cil (U+10ec)	Georgian		U+10EC	U+10EC GEORGIAN LETTER CIL
